WORKORDER_BASE_ID,WORKORDER_LOT_ID,Start Part,Final Part,Start Thickness,Start Width,Start Temper,Start Surface Finish,Start Stock UM,Start Qty on hand,Start Qty on order,Final Thickness,Final Width,Final Temper,Final Surface Finish,Final Stock UM,Final Qty on hand,Final Qty on order,Product Code,Customer,Alloy,R1 Mill,R1 CR %,R1 Thick,R2 Mill,R2 CR %,R2 Thick,R3 Mill,R3 CR %,R3 Thick,R4 Mill,R4 CR %,R4 Thick,R5 Mill,R5 CR %,R5 Thick
100087,200,618130,100087,.040,10.000,ANN,2B,LB,0.0,0.0,.0043,2.188,CR-10%-12%,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,SIPPICAN INC,NI SPAN C,M Z-HIGH MILL,87.75005206227874,0.0048999791750885,M 14 MILL,12.242211496270292,0.0043001133612009,,,,,,,,,
100087,201,618022,100087,.062 ,11.500,ANN,2B,LB,0.0,0.0,.0043,2.188,CR-10%-12%,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,SIPPICAN INC,NI SPAN C,M Z-HIGH MILL,83.66653599895466,0.0101267476806481,M 14 MILL,12.24221149627028,0.0088870098118895,,,,,,,,,
100088,100,717108,100088,.045,8.000,ANN,2B,LB,559.0,0.0,.005,4.000,CR-80-85%,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,SMAR RESEARCH CORPORATION,HAVAR,M 12 MILL GRP,33.33333333333333,0.03,M 12 MILL GRP,83.33333333333333,0.005,,,,,,,,,
100088,101,717110,100088,.045,7.000,ANN,2B,LB,0.0,0.0,.005,4.000,CR-80-85%,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,SMAR RESEARCH CORPORATION,HAVAR,M 12 MILL GRP,33.33333333333333,0.03,M 12 MILL GRP,83.33333333333333,0.005,,,,,,,,,
100088,102,617120,100088,.042,8.000,ANN,2B,LB,0.0,0.0,.005,4.000,CR-80-85%,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,SMAR RESEARCH CORPORATION,HAVAR,M 12 MILL GRP,28.57142857142857,0.03,M 12 MILL GRP,83.33333333333333,0.005,,,,,,,,,
100294,102,606027,100294,.060,14.500,ANN,2B,LB,16069.0,0.0,.024,12.000,SH,2B,LB,0.0,0.0,MISC,BEST CUTTING DIE COMPANY,SS 410,M Z-HIGH MILL,57.00034399724802,0.0257997936016511,M Z-HIGH MILL,6.97674418604652,0.0239998080015359,,,,,,,,,
100294,103,301995,100294,.0258,14.500,STRAND HARDENED,2B,LB,0.0,0.0,.024,12.000,SH,2B,LB,0.0,0.0,MISC,BEST CUTTING DIE COMPANY,SS 410,M Z-HIGH MILL,6.97674418604651,0.024,,,,,,,,,,,,
100294,300,606024,100294,.060  ,13.000,ANN,2B,LB,0.0,0.0,.024,12.000,SH,2B,LB,0.0,0.0,MISC,BEST CUTTING DIE COMPANY,SS 410,M Z-HIGH MILL,57.00034399724802,0.0257997936016511,M Z-HIGH MILL,6.97674418604652,0.0239998080015359,,,,,,,,,
100300,100,701436,100300,.016,14.375,FH,2B,LB,0.0,0.0,.016,8.500 ,CR,2B,LB,0.0,0.0,MISC,WISCONSIN KNIFE WORKS,SS 302,,,,,,,,,,,,,,,
100302,100,794470,100302,.012,12.375,ANN,BB,LB,240.0,13320.0,.012,3.500,ANN,BB,LB,0.0,37.8634,MED: IMPLANT,"GREATBATCH, INC.",TI-GR 1,,,,,,,,,,,,,,,
100305,100,714610,100305,.0040,9.25,CR,2B,LB,0.0,44.0,,,FH,2B ,LB,0.0,0.0,MED: IMPLANT,REVA MEDICAL INC.,SS 316LS,M 12 MILL #1,75.0,0.001,,,,,,,,,,,,
100305,106,605384,100305,.020,9.000,ANN,2B,LB,0.0,0.0,,,FH,2B ,LB,0.0,0.0,MED: IMPLANT,REVA MEDICAL INC.,SS 316LS,M 12 MILL GRP,80.0,0.004,M 12 MILL #1,75.0,0.001,,,,,,,,,
100317,100,630027,100317,.062 ,12.625,ANN,2B,LB,0.0,0.0,.011811,2.374,ANN,2B,LB,0.0,0.0,INSTRUMENTS,ABB SPA,HPM C-276,M 12 MILL GRP,80.95165530115433,0.0118099737132843,,,,,,,,,,,,
100317,101,730506,100317,.012,12.687,ANN,2B,LB,0.0,188.0,.011811,2.374,ANN,2B,LB,0.0,0.0,INSTRUMENTS,ABB SPA,HPM C-276,,,,,,,,,,,,,,,
101842A,104,301271,101842A,.0020,4.375,ANN,2B,LB,0.0,0.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,SHANGHAI INSTRUMENTATION INTERNATIONAL TRADING CO LTD,CONSTANTAN,F FOIL MILL #1,86.4999864999865,0.0002700002700002,F FOIL MILL #2,25.92592592592593,0.0002000002000002,,,,,,,,,
101842A,105,300349,101842A,.002,4.375,CR,2B,LB,30.0,0.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,SHANGHAI INSTRUMENTATION INTERNATIONAL TRADING CO LTD,CONSTANTAN,F FOIL MILL #1,86.4999864999865,0.0002700002700002,F FOIL MILL #2,25.92592592592593,0.0002000002000002,,,,,,,,,
101842A,106,753522B,101842A,.01,10.75,ANN,2B,LB,0.0,0.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,SHANGHAI INSTRUMENTATION INTERNATIONAL TRADING CO LTD,CONSTANTAN,M 12 MILL #2,80.0,0.002,F FOIL MILL #1,86.4999864999865,0.0002700002700002,F FOIL MILL #2,25.92592592592593,0.0002000002000002,,,,,,
101842A,107,102323G,101842A,.0002,4.000,CR-90%,SG,FT,0.0,0.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,SHANGHAI INSTRUMENTATION INTERNATIONAL TRADING CO LTD,CONSTANTAN,,,,,,,,,,,,,,,
100437,101,706628,100437,.004,5.5,CR,2B,LB,0.0,0.0,.0040,6.500,ANN,2B,LB,0.0,0.0,INSTRUMENTS,ABB SPA,SS 316L,,,,,,,,,,,,,,,
100444,100,655017,100444,.062,12.375,ANN,2B,LB,0.0,0.0,.0238,.685,ANN,2B,LB,0.0,0.0,MISC,ACCELLENT ENDOSCOPY,HPM 80/20AL,M Z-HIGH MILL,61.61228406909789,0.0238003838771593,,,,,,,,,,,,
100444,101,655017,100444,.062,12.375,ANN,2B,LB,0.0,0.0,.0238,.685,ANN,2B,LB,0.0,0.0,MISC,ACCELLENT ENDOSCOPY,HPM 80/20AL,M 12 MILL GRP,61.61228406909789,0.0238003838771593,,,,,,,,,,,,
100444,103,300739,100444,.062,12.375,ANN,2B,LB,0.0,0.0,.0238,.685,ANN,2B,LB,0.0,0.0,MISC,ACCELLENT ENDOSCOPY,HPM 80/20AL,M 12 MILL GRP,61.61228406909789,0.0238003838771593,,,,,,,,,,,,
100444,104,300738,100444,.0238,12.3125,ANN,2B,LB,0.0,0.0,.0238,.685,ANN,2B,LB,0.0,0.0,MISC,ACCELLENT ENDOSCOPY,HPM 80/20AL,,,,,,,,,,,,,,,
101027,100,618004,101027,.125 ,6.000,ANN,2B,LB,0.0,0.0,.069,4.000,CR-50%,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ADMIRAL METALS ,PRECISION C,,,,,,,,,,,,,,,
101035,100,653521,101035,.020 ,13.500,ANN,2B,LB,11785.0,1787.0,.0039,12.000,CR,2B,LB,0.0,0.0,FLEX HTR/CIRCUT,HEATRON,CONSTANTAN 45,M Z-HIGH MILL,80.4999804999805,0.0039000039000038,,,,,,,,,,,,
101035,102,653520,101035,.020,14.170,ANN,2B,LB,0.0,0.0,.0039,12.000,CR,2B,LB,0.0,0.0,FLEX HTR/CIRCUT,HEATRON,CONSTANTAN 45,M 12 MILL GRP,80.4999804999805,0.0039000039000038,,,,,,,,,,,,
101037,100,753653B,101037,.002,4.375,CR,2B,LB,0.0,0.0,.0002,4.000,CR,SG,FT,0.0,0.0,STR GAGE FOIL,BONSO ELECTRONICS LTD,CONSTANTAN,F FOIL MILL GRP,86.4999864999865,0.0002700002700002,F FOIL MILL #2,25.92592592592593,0.0002000002000002,,,,,,,,,
101041,100,794296,101041,.025,12.5,ANN,2B (RA 5 OR BETTER),LB,0.0,0.0,.025,6.625,ANN,2B,LB,0.0,0.0,MED: IMPLANT,"GREATBATCH, INC.",TI-GR 1,,,,,,,,,,,,,,,
101043,100,718133,101043,.04,5,ANN,2B,LB,0.0,0.0,.0125,.250,CR-50%,2B,LB,0.0,0.0,AEROSPACE,AMETEK AEROSPACE ,NI SPAN C,M 12 MILL #2,39.25034931049147,0.0242998602758034,M 12 MILL #2,48.55967078189301,0.0124999281254132,,,,,,,,,
101051,100,602180,101051,.035,13.500,ANN,2B,LB,16281.0,-4110.0,.0054,1.057,SR,P,LB,0.0,0.0,AUTOMOTIVE,SENSATA TECHNOLOGIES DE MEXICO S DE R L DE C V,SS 302,M Z-HIGH MILL,60.0,0.014,M 14 MILL,61.42868163233819,0.0053999845714726,,,,,,,,,
100319,101,602180,100319,.035,13.500,ANN,2B,LB,16281.0,-4110.0,.0054,.750,SR,P (6 RA OR BETTER),LB,0.0,1229.0,AUTOMOTIVE,SENSATA TECHNOLOGIES DE MEXICO S DE R L DE C V,SS 302,M Z-HIGH MILL,42.85714285714285,0.02,M Z-HIGH MILL,72.999972999973,0.0054000054000054,,,,,,,,,
100319,102,602378,100319,.020,12.625,ANNEALED,2D,LB,0.0,0.0,.0054,.750,SR,P (6 RA OR BETTER),LB,0.0,1229.0,AUTOMOTIVE,SENSATA TECHNOLOGIES DE MEXICO S DE R L DE C V,SS 302,M 14 MILL,72.99997299997301,0.0054000054000054,,,,,,,,,,,,
100330,100,602028,100330,.060 ,14.500,ANN,2B,LB,0.0,0.0,.007,4.56692,CR,2B,LB,0.0,0.0,WEAVING,STEEL HEDDLE,SS 302,M Z-HIGH MILL,52.50083123545337,0.0284995012587279,M Z-HIGH MILL,75.12252158121254,0.0070899572751021,,,,,,,,,
100330,200,602028,100330,.060 ,14.500,ANN,2B,LB,0.0,0.0,.007,4.56692,CR,2B,LB,0.0,0.0,WEAVING,STEEL HEDDLE,SS 302,M Z-HIGH MILL,52.50083123545337,0.0284995012587279,M Z-HIGH MILL,75.12252158121254,0.0070899572751021,,,,,,,,,
100331,101,597167,100331,.025,4.25,CR,CB,LB,0.0,0.0,.0035,.390,ANN,2B,LB,0.0,0.0,TV: CATHODE,THOMSON TUBES,80/20AL-NIW,M 12 MILL GRP,60.0,0.01,M 12 MILL GRP,64.99947499212489,0.0035000525007875,,,,,,,,,
100337D,100,753657,100337D,.002,4.375,ANN,2B,LB,16.0,0.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,HBM,CONSTANTAN,F FOIL MILL #1,87.5,0.00025,F FOIL MILL #2,20.0,0.0002,,,,,,,,,
100337E,100,753657H,100337E,.002,4.375,ANN,2B,LB,15.0,0.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,HBM,CONSTANTAN,F FOIL MILL #1,87.5,0.00025,F FOIL MILL #2,20.0,0.0002,,,,,,,,,
100346,100,717108,100346,.045,8.000,ANN,2B,LB,559.0,0.0,.012,2.25,CR,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ADMIRAL METALS,HAVAR,M 12 MILL GRP,65.55524937999448,0.0155001377790024,M 12 MILL GRP,22.582643028567,0.0119997969954342,,,,,,,,,
100349,100,730500,100349,.012,12.750,ANN,2B,LB,0.0,335.0,.003,4.000,ANN,2B,LB,0.0,-71.86,DIAPHRM/PRC CTL,INDUSTRIAL SUPPLIERS CO LTD SA,HPM C-276,M 14 MILL,75.00000000000001,0.003,,,,,,,,,,,,
100349,102,730675,100349,.0030,12.250,ANN,2B,LB,111.5,0.0,.003,4.000,ANN,2B,LB,0.0,-71.86,DIAPHRM/PRC CTL,INDUSTRIAL SUPPLIERS CO LTD SA,HPM C-276,,,,,,,,,,,,,,,
100349,104,730303,100349,.025,12.625,ANN,2B,LB,0.0,0.0,.003,4.000,ANN,2B,LB,0.0,-71.86,DIAPHRM/PRC CTL,INDUSTRIAL SUPPLIERS CO LTD SA,HPM C-276,M 12 MILL GRP,68.0,0.008,M 12 MILL GRP,62.50046874414069,0.0029999625004687,,,,,,,,,
100351,100,629558,100351,.008 ,12.625,ANN,2B,LB,0.0,0.0,,,1/2 H,2B,LB,0.0,0.0,CONNECTRS/ELECT,AMPHENOL INTERCON SYSTEMS INC,CU-BE 25,M 14 MILL,52.50083123545337,0.0037999335011637,M 12 MILL GRP,21.05470908660299,0.0029998685570093,,,,,,,,,
100351,101,659573,100351,.0075,7.3125,ANN,2B,LB,0.0,0.0,,,1/2 H,2B,LB,0.0,0.0,CONNECTRS/ELECT,AMPHENOL INTERCON SYSTEMS INC,CU-BE 25,M 12 MILL GRP,49.33373866342403,0.0037999696002431,M 12 MILL GRP,21.05470908660299,0.0029998970555326,,,,,,,,,
100352,300,658154,100352,.020,7.750,ANN,2B,LB,0.0,98.0,.020,7.750,ANN,2B,LB,0.0,0.0,CONNECTRS/ELECT,TECHNICAL MATERIALS INC,EVANOHM R,,,,,,,,,,,,,,,
100353,101,655017,100353,.062,12.375,ANN,2B,LB,0.0,0.0,.007,1.750,ANN,2B,LB,0.0,0.0,TV: CATHODE,PHOTONIS USA PENNSYLVANIA INC,HPM 80/20AL,M 12 MILL GRP,75.80625650206856,0.0150001209687174,M 12 MILL GRP,53.33426664800038,0.006999916453739,,,,,,,,,
100368,100,800076,100368,.010,4.75,ANN,2B,LB,65.0,0.0,.00015,3.950,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,HBM,CONSTANTAN,M 12 MILL GRP,85.00007499962501,0.0014999925000374,F FOIL MILL #1,86.00008399949601,0.0002099976900191,F FOIL MILL #2,28.571428571428577,0.0001499983500136,,,,,,
100368A,100,800007,100368A,.0015,4.375,CR,,LB,0.0,0.0,.00015,3.950,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,HBM,CONSTANTAN,F FOIL MILL #1,86.00008399949601,0.0002099987400075,F FOIL MILL GRP,28.571428571428577,0.0001499991000053,,,,,,,,,
100373,100,729630,100373,.0024,12.8125,CR,2B,LB,0.0,40.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,F FOIL MILL GRP,83.33333333333334,0.0003999999999999,,,,,,,,,,,,
100373,102,300315,100373,.00255,12.250,1/2 H,2B,LB,0.0,0.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,F FOIL MILL GRP,84.31372549019606,0.0004,,,,,,,,,,,,
100373,103,729614,100373,.004,12.5,ANN,2B,LB,0.0,0.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,M 12 MILL GRP,40.00119997600047,0.0023999520009599,F FOIL MILL GRP,83.33333333333334,0.0003999920001599,,,,,,,,,
101051,200,602180,101051,.035,13.500,ANN,2B,LB,16281.0,-4110.0,.0054,1.057,SR,P,LB,0.0,0.0,AUTOMOTIVE,SENSATA TECHNOLOGIES DE MEXICO S DE R L DE C V,SS 302,M Z-HIGH MILL,60.0,0.014,M 14 MILL,61.42868163233819,0.0053999845714726,,,,,,,,,
101065,100,609657,101065,.020,12.625,ANN,2B,LB,0.0,0.0,.010,6.000,ANN,2B,LB,0.0,0.0,AEROSPACE,TECH ETCH ,SS 347,M 12 MILL GRP,50.0,0.01,,,,,,,,,,,,
101065,101,609660,101065,.020,10.500,ANN,2B,LB,0.0,0.0,.010,6.000,ANN,2B,LB,0.0,0.0,AEROSPACE,TECH ETCH ,SS 347,M 12 MILL GRP,50.0,0.01,,,,,,,,,,,,
101065,102,609631,101065,.048,8.250,ANN,2B,LB,0.0,0.0,.010,6.000,ANN,2B,LB,0.0,0.0,AEROSPACE,TECH ETCH ,SS 347,M 12 MILL GRP,79.16666666666666,0.01,,,,,,,,,,,,
101065,103,609627,101065,.050 ,10.000,ANN,2B,LB,0.0,0.0,.010,6.000,ANN,2B,LB,0.0,0.0,AEROSPACE,TECH ETCH ,SS 347,M 12 MILL GRP,80.0,0.01,,,,,,,,,,,,
101065,105,709420,101065,.020,11.5,CR,2B,LB,0.0,0.0,.010,6.000,ANN,2B,LB,0.0,0.0,AEROSPACE,TECH ETCH ,SS 347,M 12 MILL GRP,50.0,0.01,,,,,,,,,,,,
101070,100,694132,101070,.025,13.000,ANN,2B,LB,0.0,0.0,.0005,3.000,ANN,2B,LB,0.0,0.0,MISC,G&S TITANIUM INC,TI-GR 2,M Z-HIGH MILL,60.0,0.01,M 14 MILL,75.0,0.0025,M 12 MILL #1,80.0,0.0005,,,,,,
101075,100,728510,101075,.012,8.875,CR ,2B,LB,93.0,0.0,.0055,2.750,ANN,2B ,LB,0.0,0.0,DIAPHRM/PRC CTL,KEARFLEX ENGINEERING,PRECISION C,M 12 MILL GRP,54.16628471903934,0.0055000458337152,,,,,,,,,,,,
101077,100,728510,101077,.012,8.875,CR ,2B,LB,93.0,0.0,.008,2.750,ANN,2B ,LB,0.0,0.0,DIAPHRM/PRC CTL,KEARFLEX ENGINEERING,PRECISION C,M 12 MILL GRP,33.33333333333333,0.008,,,,,,,,,,,,
101077,101,628136,101077,.040,9.000,ANN,2B,LB,0.0,1200.0,.008,2.750,ANN,2B ,LB,0.0,0.0,DIAPHRM/PRC CTL,KEARFLEX ENGINEERING,PRECISION C,M 12 MILL GRP,80.0,0.008,,,,,,,,,,,,
101084,101,702661,101084,.001,6.25,FH,2B,LB,0.0,0.0,.001,1.000,FH,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,WESTERN ENTERPRISES,SS 304,,,,,,,,,,,,,,,
101084,102,701668,101084,.001,13,FH,2B,LB,94.0,0.0,.001,1.000,FH,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,WESTERN ENTERPRISES,SS 304,,,,,,,,,,,,,,,
101108,100,794432,101108,.016,12.4375,ANN,2B,LB,0.0,0.0,.016,4.375,ANN,2B,LB,0.0,0.0,MED: IMPLANT,"GREATBATCH, INC.",TI-GR 1,,,,,,,,,,,,,,,
101108,101,794433,101108,.016,12.375,ANN,2B,LB,327.0,20.0,.016,4.375,ANN,2B,LB,0.0,0.0,MED: IMPLANT,"GREATBATCH, INC.",TI-GR 1,,,,,,,,,,,,,,,
101111,100,558248B,101111,.001,4.375,ANN,2B,LB,0.0,0.0,.000138,4.000,CR-80%,SG,FT,0.0,0.0,STR GAGE FOIL,HBM,MODCO,F FOIL MILL GRP,31.001172980059344,0.0006899882701994,F FOIL MILL GRP,63.76811594202898,0.0002499957500722,F FOIL MILL #1,44.800176639434746,0.0001379972124488,,,,,,
101136,100,800163,101136,.002,4.000,CR,,FT,0.0,0.0,.000591,3.650,CR,2B,EA,0.0,0.0,FUEL CELL,IDA TECH LLC,PD40CU 15 MICRONS X,F FOIL MILL GRP,70.49973449761048,0.0005900053100477,,,,,,,,,,,,
100373,104,300319,100373,.00295,5.000,1/2 H,2B,LB,7.7,0.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,M 12 MILL GRP,18.64627399934918,0.0023999349170191,F FOIL MILL GRP,83.33333333333333,0.0003999891528365,,,,,,,,,
100373,106,759755,100373,.0004,4.375,CR,2B,FT,0.0,918.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,,,,,,,,,,,,,,,
100373,107,729630,100373,.0024,12.8125,CR,2B,LB,0.0,40.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,F FOIL MILL GRP,83.33333333333334,0.0003999999999999,,,,,,,,,,,,
100373,108,300854,100373,.0004,4.250,CR,2B,LB,0.0,0.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,,,,,,,,,,,,,,,
100373,109,301754,100373,.0026,9.000,ANN/P,P,LB,8.4,0.0,.0004,2.500,CR,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,LEADING EDGE CONTROLS,CU-BE 25,F FOIL MILL GRP,84.6153846153846,0.0004,,,,,,,,,,,,
100374,100,717720,100374,.0007,.4,CR,2B,LB,0.0,5.225,.0007,.05,CR,2B,LB,0.0,0.0,MAGNETIC,DRS AHEAD TECHNOLOGY INC,HAVAR,,,,,,,,,,,,,,,
100381,101,300796,100381,.0120,12.375,ANN,2B,LB,0.0,0.0,.00787,3.898,ANN,2B,LB,0.0,0.0,INSTRUMENTS,DENTSPLY IMPLANTS GMBH,TI-GR 1,M 12 MILL GRP,34.41762854144805,0.0078698845750262,,,,,,,,,,,,
100381,103,794481,100381,.012,12.375,ANN,2B,LB,425.0,4239.0,.00787,3.898,ANN,2B,LB,0.0,0.0,INSTRUMENTS,DENTSPLY IMPLANTS GMBH,TI-GR 1,M 12 MILL GRP,34.41762854144805,0.0078698845750262,,,,,,,,,,,,
100382,101,301031,100382,.000748,11.375,ANN,2B,LB,5.2,0.0,.000748,11.378,ANN,2B,LB,0.0,0.0,INSTRUMENTS,DENTSPLY IMPLANTS GMBH,TI-GR 1,,,,,,,,,,,,,,,
100382,102,794628,100382,.003,12.25,ANN,2B,LB,0.0,0.0,.000748,11.378,ANN,2B,LB,0.0,0.0,INSTRUMENTS,DENTSPLY IMPLANTS GMBH,TI-GR 1,M 12 MILL GRP,50.0,0.0015,M 12 MILL GRP,50.0,0.00075,,,,,,,,,
101163,100,602028,101163,.060 ,14.500,ANN,2B,LB,0.0,0.0,.042,8.000,ANN,2B,FT,0.0,0.0,MISC,C & M TOOL AND DIE LLC,SS 304L,M Z-HIGH MILL,30.001399972000563,0.0419991600167996,,,,,,,,,,,,
101163,101,613341,101163,.060,13.000,ANN,2B,LB,0.0,0.0,.042,8.000,ANN,2B,FT,0.0,0.0,MISC,C & M TOOL AND DIE LLC,SS 304L,M Z-HIGH MILL,30.001399972000563,0.0419991600167996,,,,,,,,,,,,
101179,100,774602,101179,.004,2,ANN,2B,LB,0.0,0.0,.004,2.000,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ROSEMOUNT,HPM 400,,,,,,,,,,,,,,,
101182,100,730604,101182,.004,2,ANN,2B,LB,0.0,0.0,.004,2.000,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ROSEMOUNT,HPM C-276,,,,,,,,,,,,,,,
101194,100,728510,101194,.012,8.875,CR ,2B,LB,93.0,0.0,.002,2.750,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,KEARFLEX ENGINEERING,PRECISION C,M 12 MILL GRP,83.33333333333334,0.002,,,,,,,,,,,,
101199,100,726648,101199,.0025,5.75,CR,2B,LB,0.0,0.0,.0025,.400,SR,2B - AIM FOR 3 MICRO-INCH FINISH,LB,0.0,0.0,MED: IMPLANT,"PLAINFIELD STAMPING - ILLINOIS, INC.",MP35N LTI,,,,,,,,,,,,,,,
101199,101,300522,101199,.0025,0.400,SR,2B,LB,0.0,0.0,.0025,.400,SR,2B - AIM FOR 3 MICRO-INCH FINISH,LB,0.0,0.0,MED: IMPLANT,"PLAINFIELD STAMPING - ILLINOIS, INC.",MP35N LTI,,,,,,,,,,,,,,,
101199,102,300518,101199,.0025,0.400,SR,2B,LB,0.0,0.0,.0025,.400,SR,2B - AIM FOR 3 MICRO-INCH FINISH,LB,0.0,0.0,MED: IMPLANT,"PLAINFIELD STAMPING - ILLINOIS, INC.",MP35N LTI,,,,,,,,,,,,,,,
101201,100,726365,101201,.045,5.000 ,ANN,2B,LB,0.0,492.0,.0025,.400,CR,2B,LB,45.05,360.0,MED: IMPLANT,BRUNK INDUSTRIES INC,MP35N LTI,M 12 MILL GRP,80.0,0.009,M 12 MILL GRP,72.22222222222221,0.0024999999999999,,,,,,,,,
101201,101,726647,101201,.0025,5.25,CR,2B - Ra3,LB,0.0,0.0,.0025,.400,CR,2B,LB,45.05,360.0,MED: IMPLANT,BRUNK INDUSTRIES INC,MP35N LTI,,,,,,,,,,,,,,,
101201,102,726648,101201,.0025,5.75,CR,2B,LB,0.0,0.0,.0025,.400,CR,2B,LB,45.05,360.0,MED: IMPLANT,BRUNK INDUSTRIES INC,MP35N LTI,,,,,,,,,,,,,,,
101203,100,800164,101203,.005,12.500,ANN,,LB,0.0,0.0,.0005,3.750,CR,2B,LB,0.0,0.0,MISC,ARRIS INTERNATIONAL,VANADIUM,M 12 MILL #1,60.0,0.002,F FOIL MILL GRP,75.0,0.0005,,,,,,,,,
101204A,100,800008B,101204A,.002,4.375,ANN,2B,LB,17.0,0.0,.00013,4.000,ANN,2B,FT,0.0,0.0,STR GAGE FOIL,FLINTEC INC,CONSTANTAN,F FOIL MILL GRP,80.0,0.0004,F FOIL MILL GRP,35.00162495937601,0.0002599935001624,,,,,,,,,
101204A,102,800008B,101204A,.002,4.375,ANN,2B,LB,17.0,0.0,.00013,4.000,ANN,2B,FT,0.0,0.0,STR GAGE FOIL,FLINTEC INC,CONSTANTAN,F FOIL MILL GRP,80.0,0.0004,F FOIL MILL GRP,35.00162495937601,0.0002599935001624,,,,,,,,,
101211,100,794528,101211,.010,12.375,ANN,2B (RA 8 MAX.),LB,128.0,5689.0,.010,3.500,ANN,2B,LB,0.0,0.0,MED: IMPLANT,HUDSON TOOL & DIE COMPANY,TI-GR 1,,,,,,,,,,,,,,,
101213,100,794481,101213,.012,12.375,ANN,2B,LB,425.0,4239.0,.012,2.250,ANN,2B,LB,0.0,-9.001,MED: IMPLANT,"GREATBATCH, INC.",TI-GR 1,,,,,,,,,,,,,,,
101213,105,794510,101213,.012,2.495,ANN,2B,LB,0.0,0.0,.012,2.250,ANN,2B,LB,0.0,-9.001,MED: IMPLANT,"GREATBATCH, INC.",TI-GR 1,,,,,,,,,,,,,,,
101221,100,800136,101221,.00015,3.750,CR,,FT,0.0,0.0,.00015,3.750,ANN,2B,FT,0.0,0.0,STR GAGE FOIL,SI TECHNOLOGIES,CONSTANTAN,,,,,,,,,,,,,,,
101223,100,800136,101223,.00015,3.750,CR,,FT,0.0,0.0,.00015,3.750,ANN,2B,FT,0.0,0.0,STR GAGE FOIL,SI TECHNOLOGIES,CONSTANTAN,,,,,,,,,,,,,,,
101228,100,800132,101228,.020,9.000,ANN,2B,LB,0.0,0.0,.0015,7.500,FH,2B,LB,0.0,0.0,MED: IMPLANT,REVA MEDICAL INC.,SS 316LS,M 12 MILL GRP,69.99969999699998,0.0060000600006,M 12 MILL #1,74.99999999999999,0.00150001500015,,,,,,,,,
101231,100,100019,101231,.00019,3.500,CR,2B,FT,9353.4767,108336.5475,.00019,1.750,CR,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,HPM 404,,,,,,,,,,,,,,,
101231,101,774677,101231,.00019,4.375,CR,2B,FT,0.0,0.0,.00019,1.750,CR,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,HPM 404,,,,,,,,,,,,,,,
101231,102,774673,101231,.000226,3.875,CR,2B,FT,0.0,0.0,.00019,1.750,CR,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,HPM 404,F FOIL MILL GRP,15.931063472047082,0.0001899957965531,,,,,,,,,,,,
101231,103,774665,101231,.002,4.375,ANN,2B,LB,335.0,0.0,.00019,1.750,CR,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,HPM 404,F FOIL MILL GRP,81.00015199878402,0.0003799969600243,,,,,,,,,,,,
